gene_a,gene_a.identifier,gene_b,gene_b.identifier,SL.cellline,pubmed_id,source,sl_score,sl,combined_score,reactome,corum,go_F,go_C,go_P,kegg,all,gene_a_encoder,gene_b_encoder
COPB2,9276,SENP2,59343,,25171417,Daisy,0.2,1,0.0,2,0,1,1,0,0,4,1675,7479
COPB2,9276,GFPT1,2673,,25171417,Daisy,0.2,1,166.0,3,0,0,1,0,0,3,1675,3128
BRCA1,9276,COPB2,672,,26427375,computer analysis,0.3,1,0.0,2,0,1,0,0,0,3,839,1675
COPB2,9276,KRAS,3845,,28415695,textmining,0.2,1,178.0,0,0,1,1,0,1,4,1675,4255
LACC1,144811,NRAS,4893,,19490893,GenomeRNAi,0.461,1,0.0,0,0,1,0,0,0,2,4299,5515
HRAS,144811,LACC1,3265,,19490893,GenomeRNAi,0.461,1,0.0,0,0,1,0,0,0,2,3671,4299
KRAS,144811,LACC1,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,0,0,0,2,4255,4299
DCLRE1A,9937,NAE1,8883,,23100467,GenomeRNAi,0.644,1,0.0,0,0,0,0,0,0,0,1996,5202
DCLRE1A,9937,HRAS,3265,,19490893,GenomeRNAi,0.452,1,0.0,0,0,0,1,0,0,2,1996,3671
DCLRE1A,9937,NRAS,4893,,19490893,GenomeRNAi,0.452,1,0.0,0,0,0,0,0,0,0,1996,5515
DCLRE1A,9937,KRAS,3845,,19490893,GenomeRNAi,0.452,1,0.0,0,0,0,0,0,0,0,1996,4255
KRAS,7539,ZFP37,3845,,19490893,Text Mining,0.6,1,0.0,3,0,0,0,0,0,1,4255,9568
LRRC37A3,374819,ORM1,5004,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,5724
LRRC37A3,374819,RET,5979,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,6973
LRRC37A3,374819,PDGFRB,5159,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,5969
LRRC37A3,374819,SLC22A2,6582,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,7679
LRRC37A3,374819,SLC22A1,6580,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,7675
LRRC37A3,374819,PDGFRA,5156,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,5968
LRRC37A3,374819,NTRK1,4914,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,5560
LRRC37A3,374819,PTGS1,5742,,20609354,GenomeRNAi,0.515,1,0.0,0,0,0,0,0,0,0,4491,6666
LRRC37A3,374819,SMARCE1,6605,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,4491,7865
MLH3,27030,NAE1,8883,,23100467,GenomeRNAi,0.5,1,0.0,0,0,1,0,0,0,2,4867,5202
PRPF3,9129,SCNM1,79005,,25171417,Daisy,0.2,1,0.0,0,0,1,2,1,0,4,6550,7403
DHX9,26284,ERAL1,1660,,31340155,SPAGE-finder,0.198875618,1,0.0,0,0,2,1,0,0,3,2129,2572
BRCA1,51726,DNAJB11,672,,26427375,computer analysis,0.3,1,0.0,1,0,1,0,0,0,3,839,2189
IBSP,3381,KLK2,3817,,25171417,computer analysis,0.3,1,0.0,1,0,0,1,0,0,3,3748,4227
ACAT1,38,DDX10,1662,,25171417,Daisy,0.2,1,177.0,0,0,0,0,0,0,0,67,2032
DAD1,1603,NAE1,8883,,23100467,GenomeRNAi,0.629,1,0.0,2,0,0,0,0,0,1,1951,5202
DAD1,1603,TMED10,10972,,25171417,Daisy,0.2,1,837.0,3,0,0,2,0,0,3,1951,8593
CHCHD3,54927,LAMA2,3908,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,1453,4303
CHCHD3,54927,FAM20A,54757,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,1453,2724
CHCHD3,54927,PAXIP1,22976,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,1453,5858
CHCHD3,54927,NPY4R2,100996758,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,1453,5495
CHCHD3,54927,TNFAIP8L3,388121,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1453,8716
C6orf132,647024,TEAD3,7005,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,964,8440
C6orf132,647024,S100A14,57402,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,964,7325
TIMELESS,8914,ZBTB39,9880,,25171417,Daisy,0.2,1,0.0,0,0,1,1,1,0,4,8530,9507
TIMELESS,8914,TMPO,7112,,25171417,Daisy,0.2,1,163.0,0,0,2,1,0,0,3,8530,8695
TIMELESS,8914,TLR5,7100,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,8530,8570
GPR157,80045,HRAS,3265,,19490893,GenomeRNAi,0.44,1,0.0,0,0,0,0,1,0,2,3285,3671
GPR157,80045,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,0,0,0,0,0,3285,4255
GPR157,80045,NRAS,4893,,19490893,GenomeRNAi,0.44,1,0.0,0,0,0,0,0,0,0,3285,5515
C8A,731,KRAS,3845,,19490893,GenomeRNAi,0.44,1,0.0,1,0,2,1,0,0,4,974,4255
C8A,731,NRAS,4893,,19490893,GenomeRNAi,0.44,1,0.0,2,0,2,2,0,0,4,974,5515
C8A,731,HRAS,3265,,19490893,GenomeRNAi,0.44,1,0.0,2,0,2,0,0,0,3,974,3671
C8A,731,SPTLC3,55304,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,974,8054
C8A,731,SEMA4F,10505,,29959327,ISLE,0.3,1,0.0,0,0,0,2,0,0,2,974,7471
ELF3,1999,TUFT1,7286,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,2467,9031
ELF3,1999,S100A11,6282,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,2467,7322
ELF3,1999,PRSS8,5652,,25171417,Daisy,0.2,1,295.0,0,0,1,0,0,0,2,2467,6586
ELF3,1999,MAL2,114569,,25171417,Daisy,0.2,1,307.0,0,0,1,0,0,0,2,2467,4598
ELF3,1999,TSTD1,100131187,,25171417,Daisy,0.2,1,0.0,0,0,0,1,0,0,2,2467,8974
ELF3,1999,PLEKHA6,22874,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,2467,6228
MED19,219541,PPFIBP1,8496,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,4761,6398
MED19,219541,PTX3,5806,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,4761,6711
MED19,219541,THBD,7056,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,4761,8503
APTX,54840,NDUFB6,4712,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,445,5295
NEDD8,4738,NRAS,4893,,19490893,GenomeRNAi,0.473,1,0.0,1,0,1,1,0,0,4,5318,5515
KRAS,4738,NEDD8,3845,,19490893,Text Mining,0.6,1,164.0,1,0,1,2,0,0,4,4255,5318
BARD1,580,SNRPA,6626,,25171417,computer analysis,0.3,1,0.0,0,0,2,1,0,0,3,728,7918
BARD1,580,MYC,4609,,22157079,GenomeRNAi,0.557,1,0.0,7,0,1,2,4,1,6,728,5125
BARD1,580,NAE1,8883,,23100467,GenomeRNAi,0.575,1,150.0,2,0,2,1,0,1,5,728,5202
BARD1,580,NCAPH,23397,,25171417,Daisy,0.2,1,296.0,1,0,1,1,0,1,5,728,5238
CCL24,6369,EME1,146956,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1166,2499
GSDME,1687,SERPINE1,5054,,25171417,Daisy,0.2,1,0.0,0,0,1,1,0,0,3,3377,7508
GSDME,1687,TPST1,8460,,25171417,Daisy,0.2,1,0.0,0,0,0,1,0,0,2,3377,8818
TUBGCP3,10426,WDR77,79084,,31300006,CRISPR/CRISPRi,0.08,1,0.0,0,0,1,2,0,0,3,9028,9383
TUBGCP3,10426,WDR70,55100,,31300006,CRISPR/CRISPRi,0.41,1,0.0,0,0,0,0,0,0,0,9028,9380
TUBGCP3,10426,YTHDC1,91746,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,1,0,0,0,2,9028,9476
TUBGCP3,10426,ZNF830,91603,,31300006,CRISPR/CRISPRi,0.14,1,0.0,0,0,1,0,0,0,2,9028,9840
TUBGCP3,10426,VPS72,6944,,31300006,CRISPR/CRISPRi,0.35,1,236.0,0,0,1,0,0,1,3,9028,9318
TUBGCP3,10426,VPS29,51699,,31300006,CRISPR/CRISPRi,0.11,1,0.0,0,0,1,1,0,0,3,9028,9303
TUBGCP3,10426,TUBGCP5,114791,,31300006,CRISPR/CRISPRi,0.17,1,995.0,9,1,3,4,6,2,7,9028,9030
TUBGCP3,10426,XRN2,22803,,31300006,CRISPR/CRISPRi,0.49,1,0.0,0,0,1,1,0,0,3,9028,9451
TUBGCP3,10426,UBA2,10054,,31300006,CRISPR/CRISPRi,0.22,1,0.0,0,0,1,1,0,0,3,9028,9064
TUBGCP3,10426,WDR7,23335,,31300006,CRISPR/CRISPRi,0.24,1,0.0,0,0,0,0,0,0,0,9028,9379
TUBGCP3,10426,ZNHIT6,54680,,31300006,CRISPR/CRISPRi,0.14,1,0.0,0,0,1,0,0,0,2,9028,9852
TUBGCP3,10426,WDR61,80349,,31300006,CRISPR/CRISPRi,0.17,1,0.0,0,0,1,2,0,0,3,9028,9377
TUBGCP3,10426,ZWINT,11130,,31300006,CRISPR/CRISPRi,0.19,1,0.0,4,0,1,2,0,0,4,9028,9868
RBM39,9584,SLIT2,9353,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,6918,7836
KIR2DL3,3804,KIR2DL4,3805,,25171417,Daisy,0.2,1,827.0,3,0,1,2,1,2,6,4181,4182
CRP,1401,MYC,4609,,22157079,GenomeRNAi,0.536,1,0.0,1,0,1,0,1,0,4,1764,5125
CRP,1401,GH2,2689,,25171417,Daisy,0.2,1,0.0,1,0,0,2,0,0,3,1764,3141
CRP,1401,PDX1,3651,,25171417,Daisy,0.16699999999999998,1,0.0,0,0,0,0,0,0,0,1764,5993
CLIP4,79745,RND3,390,,25171417,Daisy,0.2,1,173.0,0,0,1,1,0,0,3,1562,7079
CLIP4,79745,PLAT,5327,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,1562,6207
CLIP4,79745,EFNA2,1943,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1562,2392
CLIP4,79745,OSMR,9180,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,1562,5738
PARD6B,84612,SLC16A1,6566,,29959327,ISLE,0.3,1,0.0,0,0,1,3,1,0,4,5831,7659
PARD6B,84612,PKP2,5318,,25171417,Daisy,0.2,1,0.0,0,0,2,2,1,0,4,5831,6188
RNF144B,255488,TRIP13,9319,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,7096,8898
MAP4K5,11183,RRM1,6240,,19519883,GenomeRNAi,0.449,1,0.0,0,0,2,0,0,0,2,4645,7263
MAP4K5,11183,SLC29A2,3177,,19519883,GenomeRNAi,0.449,1,0.0,0,0,0,0,0,0,0,4645,7725
MAP4K5,11183,MNAT1,4331,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,4645,4898
MAP4K5,11183,SLC28A1,9154,,19519883,GenomeRNAi,0.449,1,0.0,0,0,0,0,0,0,0,4645,7723
MAP4K5,11183,TYMS,7298,,19519883,GenomeRNAi,0.449,1,0.0,0,0,0,1,0,0,2,4645,9056
MAP4K5,11183,SLC29A1,2030,,19519883,GenomeRNAi,0.449,1,0.0,0,0,0,0,0,0,0,4645,7724
PNLIPRP2,5408,PTPN12,5782,,29959327,ISLE,0.3,1,0.0,0,0,0,0,0,0,0,6297,6682
POLM,27434,TNFRSF10B,8795,,3965078,Decipher,0.527,1,0.0,0,0,1,0,0,0,2,6333,8718
POLM,27434,PPM1D,8493,,3965078,Decipher,0.5329999999999999,1,0.0,0,0,2,2,0,0,3,6333,6414
POLM,27434,RPL13A,23521,,3965078,Decipher,0.53,1,0.0,0,0,0,1,0,0,2,6333,7162
KRAS,27434,POLM,3845,,19490893,Text Mining,0.6,1,313.0,0,0,1,0,0,0,2,4255,6333
POLM,27434,RAD9A,5883,,3965078,Decipher,0.536,1,167.0,2,0,1,2,0,1,5,6333,6813
POLM,27434,RAD23B,5887,,3965078,Decipher,0.542,1,0.0,1,0,1,2,0,1,5,6333,6801
POLM,27434,WRAP53,55135,,3965078,Decipher,0.536,1,0.0,0,0,1,1,0,1,4,6333,9412
POLM,27434,USP1,7398,,3965078,Decipher,0.512,1,0.0,1,0,1,2,0,1,5,6333,9197
POLM,27434,ZBTB32,27033,,3965078,Decipher,0.5479999999999999,1,0.0,0,0,2,2,0,0,3,6333,9504
POLM,27434,RAD51,5888,,3965078,Decipher,0.485,1,344.0,2,0,1,2,1,1,6,6333,6803
POLM,27434,RBX1,9978,,3965078,Decipher,0.542,1,0.0,1,0,1,2,0,1,5,6333,6935
POLM,27434,SESN2,83667,,3965078,Decipher,0.536,1,0.0,0,0,1,1,0,0,3,6333,7514
POLM,27434,XRCC2,7516,,3965078,Decipher,0.5539999999999999,1,0.0,2,0,1,1,0,1,5,6333,9445
POLM,27434,RRM1,6240,,3965078,Decipher,0.527,1,153.0,0,0,1,0,0,1,3,6333,7263
POLM,27434,UNG,7374,,3965078,Decipher,0.5539999999999999,1,497.0,0,0,1,2,1,1,5,6333,9178
POLM,27434,POLR2A,5430,,3965078,Decipher,0.5479999999999999,1,0.0,1,0,3,2,0,1,5,6333,6340
POLM,27434,RELA,5970,,3965078,Decipher,0.5539999999999999,1,0.0,0,0,2,2,0,0,3,6333,6963
POLM,27434,SSBP1,6742,,3965078,Decipher,0.512,1,0.0,0,0,1,1,0,1,4,6333,8103
MIS18BP1,55320,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,1,0,0,0,2,4855,5202
DSPP,6943,TCF21,1834,,25171417,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,2280,8419
ARF4,378,KRAS,3845,,19490893,GenomeRNAi,0.44,1,0.0,0,0,3,4,0,2,4,457,4255
ARF4,378,LMNA,4000,,25171417,computer analysis,0.3,1,0.0,1,0,1,1,0,0,4,457,4439
ARF4,378,ATP6V1C1,528,,25171417,computer analysis,0.3,1,168.0,0,0,1,3,0,0,3,457,653
ARF4,378,COPB2,9276,,25171417,computer analysis,0.3,1,959.0,11,0,1,1,3,2,6,457,1675
ARF4,378,NRAS,4893,,19490893,GenomeRNAi,0.44,1,0.0,0,0,3,4,0,3,4,457,5515
ARF4,378,HRAS,3265,,19490893,GenomeRNAi,0.44,1,0.0,0,0,3,5,1,4,5,457,3671
ARF4,378,MCL1,4170,,25171417,computer analysis,0.3,1,0.0,0,0,1,3,1,0,4,457,4719
ARF4,378,RHEB,6009,,25171417,computer analysis,0.3,1,194.0,0,0,3,4,0,1,4,457,7025
ARF4,378,RPP14,11102,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,457,7203
EFNA2,1943,LXN,56925,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,2392,4543
EFNA2,1943,STEAP4,79689,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,2392,8164
EFNA2,1943,GPR87,53836,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,2392,3308
ARGFX,503582,BACH1,571,,29959327,ISLE,0.3,1,0.0,0,0,2,2,1,0,4,468,714
BRCA1,23194,FBXL7,672,,26427375,computer analysis,0.3,1,166.0,3,0,1,1,1,1,6,839,2804
FBXL7,23194,NRAS,4893,,19490893,GenomeRNAi,0.455,1,0.0,2,0,1,0,0,0,3,2804,5515
FBXL7,23194,TSG101,7251,,29959327,ISLE,0.3,1,0.0,0,0,1,1,1,0,4,2804,8942
FBXL7,23194,PCBP1,5093,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,2804,5868
FBXL7,23194,KRAS,3845,,19490893,GenomeRNAi,0.455,1,0.0,1,0,1,1,0,0,4,2804,4255
FBXL7,23194,HRAS,3265,,19490893,GenomeRNAi,0.455,1,0.0,2,0,1,1,0,0,4,2804,3671
PIK3CD,5293,PIK3CG,5294,,28319085,CRISPR/CRISPRi,0.68,1,907.0,8,0,9,5,22,9,6,6140,6141
PIK3CD,5293,PRODH,5625,,28319085,CRISPR/CRISPRi,0.68,1,0.0,1,0,0,0,0,0,1,6140,6541
PIK3CD,5293,PTPRZ1,5803,,28319085,CRISPR/CRISPRi,0.68,1,0.0,3,0,1,1,1,0,5,6140,6706
PIK3CD,5293,SSTR5,6755,,28319085,CRISPR/CRISPRi,0.68,1,0.0,1,0,0,1,0,2,4,6140,8117
PIK3CD,5293,PIM2,11040,,28319085,CRISPR/CRISPRi,0.68,1,188.0,0,0,2,1,1,2,5,6140,6148
PIK3CD,5293,PTP4A3,11156,,28319085,CRISPR/CRISPRi,0.68,1,0.0,0,0,1,2,0,0,3,6140,6676
CPNE5,57699,NRAS,4893,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,2,0,0,2,1724,5515
CPNE5,57699,KRAS,3845,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,1,0,0,2,1724,4255
CPNE5,57699,HRAS,3265,,19490893,GenomeRNAi,0.44299999999999995,1,0.0,0,0,0,1,0,0,2,1724,3671
COPS2,9318,HRAS,3265,,19490893,GenomeRNAi,0.45799999999999996,1,0.0,0,0,1,3,1,0,4,1677,3671
COPS2,9318,PPP2R1A,5518,,31300006,CRISPR/CRISPRi,0.16,1,161.0,0,0,1,2,0,0,3,1677,6449
COPS2,9318,TRRAP,8295,,31300006,CRISPR/CRISPRi,0.2,1,0.0,2,0,1,1,0,0,4,1677,8934
COPS2,9318,EXOSC9,5393,,31300006,CRISPR/CRISPRi,0.08,1,0.0,1,0,1,3,0,0,4,1677,2662
COPS2,9318,NRAS,4893,,19490893,GenomeRNAi,0.45799999999999996,1,0.0,0,0,1,0,0,0,2,1677,5515
COPS2,9318,NDUFA8,4702,,31300006,CRISPR/CRISPRi,0.36,1,0.0,0,0,1,0,0,0,2,1677,5284
COPS2,9318,KCTD10,83892,,31300006,CRISPR/CRISPRi,0.27,1,0.0,0,0,1,2,0,1,4,1677,4099
COPS2,9318,MED28,80306,,31300006,CRISPR/CRISPRi,0.12,1,0.0,0,0,1,1,0,0,3,1677,4769
COPS2,9318,SKA3,221150,,31300006,CRISPR/CRISPRi,0.55,1,0.0,0,0,1,1,0,0,3,1677,7629
COPS2,9318,PELO,53918,,31300006,CRISPR/CRISPRi,0.34,1,0.0,0,0,1,1,1,0,4,1677,6007
COPS2,9318,TBL1XR1,79718,,25171417,computer analysis,0.3,1,0.0,0,0,2,1,1,0,4,1677,8387
COPS2,9318,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,1,2,0,0,3,1677,4255
COPS2,9318,MAPKAP1,79109,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,1,3,0,0,3,1677,4662
COPS2,9318,LEO1,123169,,31300006,CRISPR/CRISPRi,0.19,1,0.0,2,0,1,1,1,0,5,1677,4375
CHRNA2,1135,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,0,0,0,3,0,0,2,1491,6654
CDKL5,6792,TYMS,7298,,19519883,GenomeRNAi,0.473,1,0.0,0,0,0,1,0,0,2,1337,9056
CDKL5,6792,SLC28A1,9154,,19519883,GenomeRNAi,0.473,1,0.0,0,0,0,0,0,0,0,1337,7723
CDKL5,6792,DCK,1633,,19519883,GenomeRNAi,0.473,1,0.0,0,0,1,0,0,0,2,1337,1993
CDKL5,6792,RRM1,6240,,19519883,GenomeRNAi,0.473,1,0.0,0,0,2,0,0,0,2,1337,7263
CDKL5,6792,SLC29A1,2030,,19519883,GenomeRNAi,0.473,1,0.0,0,0,0,0,0,0,0,1337,7724
CDKL5,6792,CMPK1,51727,,19519883,GenomeRNAi,0.473,1,0.0,0,0,1,1,0,0,3,1337,1592
CDKL5,6792,SLC29A2,3177,,19519883,GenomeRNAi,0.473,1,0.0,0,0,0,0,0,0,0,1337,7725
BEND2,139105,PTEN,5728,,26427375,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,777,6654
KHSRP,55116,TMEM39B,8570,,25171417,computer analysis,0.3,1,0.0,0,0,0,1,0,0,2,4140,8664
MBD3,55116,TMEM39B,53615,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,4699,8664
PTAR1,27072,VPS41,375743,,26472760,Text Mining,0.6,1,0.0,0,0,0,0,0,0,0,6642,9311
MTMR6,9107,N4BP2L2,10443,,25171417,Daisy,0.2,1,0.0,0,0,1,0,0,0,2,5082,5177
BRCA1,157724,SLC7A13,672,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,839,7816
BRCA2,157724,SLC7A13,675,,26427375,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,840,7816
HSDL2,84263,NRAS,4893,,19490893,GenomeRNAi,0.461,1,0.0,0,0,0,1,0,0,2,3693,5515
HSDL2,84263,KRAS,3845,,19490893,Text Mining,0.6,1,0.0,0,0,0,2,0,0,2,3693,4255
GABPA,2551,SENP7,57337,,25171417,computer analysis,0.3,1,0.0,0,0,1,1,0,0,3,3033,7482
GABPA,2551,SRP9,6726,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,3033,8082
DFFB,1677,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,0,0,1,2,0,0,3,2090,5202
LAT2,7462,RREB1,6239,,29959327,ISLE,0.3,1,0.0,0,0,0,1,0,0,2,4334,7262
CGNL1,84952,NELFE,7936,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,1441,5336
FKBP14,55033,GMPR,2766,,29959327,ISLE,0.3,1,167.0,0,0,0,0,0,0,0,2906,3206
ANXA5,55033,FKBP14,308,,25171417,computer analysis,0.3,1,0.0,0,0,2,0,0,0,2,384,2906
FKBP14,55033,STRN4,29888,,29959327,ISLE,0.3,1,0.0,0,0,1,0,0,0,2,2906,8203
HSPB3,8988,NAE1,8883,,23100467,GenomeRNAi,0.611,1,0.0,0,0,0,1,0,0,2,3710,5202
SLPI,6590,SPINT2,10653,,25171417,Daisy,0.2,1,0.0,0,0,2,1,1,1,5,7843,8032
SLPI,6590,TRAIP,10293,,29959327,ISLE,0.3,1,0.0,1,0,1,0,0,0,3,7843,8833
B4GALNT3,283358,DEFB118,117285,,25171417,Daisy,0.2,1,0.0,0,0,0,0,0,0,0,705,2065
RINT1,60561,SEC22B,9554,,31300006,CRISPR/CRISPRi,0.2,1,991.0,5,0,1,2,2,1,6,7050,7440
RINT1,60561,TTC4,7268,,31300006,CRISPR/CRISPRi,0.07,1,0.0,0,0,1,0,0,0,2,7050,8992
RINT1,60561,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.11,1,0.0,0,0,1,1,0,0,3,7050,9028
RINT1,60561,YTHDC1,91746,,31300006,CRISPR/CRISPRi,0.04,1,0.0,0,0,1,0,0,0,2,7050,9476
CLPTM1,22845,DOLK,1209,,25171417,computer analysis,0.3,1,0.0,0,0,1,0,0,0,2,1575,2237
FERD3L,222894,GSTP1,2950,,29959327,ISLE,0.3,1,0.0,0,0,1,1,0,0,3,2857,3390
HDAC3,8841,NAE1,8883,,23100467,GenomeRNAi,0.575,1,0.0,1,0,1,3,0,0,4,3497,5202
PLA2G2F,64600,TNP2,7142,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,6196,8753
REXO2,25996,TRRAP,8295,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,0,1,0,0,2,6979,8934
REXO2,25996,TRPM7,54822,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,0,0,0,0,0,6979,8929
REXO2,25996,SKA3,221150,,31300006,CRISPR/CRISPRi,0.27,1,0.0,0,0,0,0,0,0,0,6979,7629
REXO2,25996,SEC22B,9554,,31300006,CRISPR/CRISPRi,0.17,1,0.0,0,0,0,0,0,0,0,6979,7440
REXO2,25996,TUBGCP3,10426,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,0,0,0,0,0,6979,9028
REXO2,25996,TTC4,7268,,31300006,CRISPR/CRISPRi,0.06,1,0.0,0,0,0,1,0,0,2,6979,8992
REXO2,25996,SPAG7,9552,,31300006,CRISPR/CRISPRi,0.3,1,0.0,0,0,1,1,0,0,3,6979,7991
REXO2,25996,TRNAU1AP,54952,,31300006,CRISPR/CRISPRi,0.22,1,0.0,0,0,0,1,0,0,2,6979,8915
REXO2,25996,RPL8,6132,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,0,1,0,0,2,6979,7196
REXO2,25996,RNF43,54894,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,6979,7118
LLGL2,25996,REXO2,3993,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,4432,6979
REXO2,25996,TUBB,203068,,31300006,CRISPR/CRISPRi,0.18,1,0.0,0,0,0,1,0,0,2,6979,9017
REXO2,25996,UGT1A1,54658,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,6979,9154
REXO2,25996,RPLP1,6176,,31300006,CRISPR/CRISPRi,0.32,1,0.0,0,0,0,1,0,0,2,6979,7199
REXO2,25996,TIMELESS,8914,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,0,1,0,0,2,6979,8530
ELMO3,25996,REXO2,79767,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,2474,6979
REXO2,25996,ZNF830,91603,,31300006,CRISPR/CRISPRi,0.18,1,0.0,0,0,1,1,0,0,3,6979,9840
REXO2,25996,SSBP1,6742,,31300006,CRISPR/CRISPRi,0.26,1,747.0,0,0,0,3,0,0,2,6979,8103
REXO2,25996,RPL36A,6173,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,0,0,0,0,0,6979,7186
REXO2,25996,WDR61,80349,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,0,1,0,1,3,6979,9377
RASSF7,25996,REXO2,8045,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,6876,6979
REXO2,25996,RPL5,6125,,31300006,CRISPR/CRISPRi,0.3,1,159.0,0,0,0,3,0,0,2,6979,7193
OVOL1,25996,REXO2,5017,,25171417,computer analysis,0.3,1,443.0,0,0,0,1,0,0,2,5752,6979
REXO2,25996,TBCB,1155,,31300006,CRISPR/CRISPRi,0.29,1,0.0,0,0,0,0,0,0,0,6979,8380
REXO2,25996,SP6,80320,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,6979,7985
REXO2,25996,TAF1,6872,,31300006,CRISPR/CRISPRi,0.23,1,0.0,0,0,0,2,0,0,2,6979,8313
REXO2,25996,XRN2,22803,,31300006,CRISPR/CRISPRi,0.28,1,0.0,0,0,1,2,1,3,5,6979,9451
P2RY2,25996,REXO2,5029,,25171417,computer analysis,0.3,1,0.0,0,0,0,0,0,0,0,5769,6979
EFR3A,23167,EXOSC9,5393,,31300006,CRISPR/CRISPRi,0.27,1,0.0,0,0,0,1,0,0,2,2397,2662
EFR3A,23167,TTC4,7268,,31300006,CRISPR/CRISPRi,0.19,1,0.0,0,0,0,0,0,0,0,2397,8992
EFR3A,23167,LEO1,123169,,31300006,CRISPR/CRISPRi,0.46,1,0.0,0,0,0,0,0,0,0,2397,4375
EFR3A,23167,GNL3L,54552,,31300006,CRISPR/CRISPRi,0.16,1,0.0,0,0,0,1,0,0,2,2397,3231
